#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: EXEXM02_01_1997
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19971203 TO 19971231
#LOCATION: Exmouth 02
#Station Status:  Current
#Lat: -21.954861  Long: 114.140889
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LAT     which is   12.796   m below Benchmark   DMH 052   
#National Station ID:   62435 (ANTT)
#Site Description: Located in Exmouth marina.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00195,19971203.1200/
00197,19971203.1205/
00199,19971203.1210/
00201,19971203.1215/
00202,19971203.1220/
00204,19971203.1225/
00205,19971203.1230/
00206,19971203.1235/
00207,19971203.1240/
00209,19971203.1245/
00210,19971203.1250/
00211,19971203.1255/
00212,19971203.1300/
00212,19971203.1305/
00211,19971203.1310/
00211,19971203.1315/
00211,19971203.1320/
00211,19971203.1325/
00204,19971211.2135/
00202,19971211.2140/
00201,19971211.2145/
00199,19971211.2150/
00197,19971211.2155/
00196,19971211.2200/
00194,19971211.2205/
00192,19971211.2210/
00191,19971211.2215/
00188,19971211.2220/
00185,19971211.2225/
00183,19971211.2230/
00180,19971211.2235/
00177,19971211.2240/
00175,19971211.2245/
00173,19971211.2250/
00171,19971211.2255/
00169,19971211.2300/
00166,19971211.2305/
00164,19971211.2310/
00162,19971211.2315/
00159,19971211.2320/
00155,19971211.2325/
00152,19971211.2330/
00148,19971211.2335/
00144,19971211.2340/
00141,19971211.2345/
00138,19971211.2350/
00135,19971211.2355/
00132,19971212.0000/
00129,19971212.0005/
00126,19971212.0010/
00123,19971212.0015/
00120,19971212.0020/
00117,19971212.0025/
00115,19971212.0030/
00111,19971212.0035/
00108,19971212.0040/
00105,19971212.0045/
00102,19971212.0050/
00100,19971212.0055/
00097,19971212.0100/
00094,19971212.0105/
00092,19971212.0110/
00089,19971212.0115/
00086,19971212.0120/
00084,19971212.0125/
00081,19971212.0130/
00079,19971212.0135/
00077,19971212.0140/
00076,19971212.0145/
00073,19971212.0150/
00070,19971212.0155/
00068,19971212.0200/
00066,19971212.0205/
00065,19971212.0210/
00064,19971212.0215/
00062,19971212.0220/
00060,19971212.0225/
00059,19971212.0230/
00058,19971212.0235/
00057,19971212.0240/
00057,19971212.0245/
00055,19971212.0250/
00054,19971212.0255/
00054,19971212.0300/
00053,19971212.0305/
00053,19971212.0310/
00053,19971212.0315/
00052,19971212.0320/
00052,19971212.0325/
00052,19971212.0330/
00051,19971212.0335/
00051,19971212.0340/
00052,19971212.0345/
00052,19971212.0350/
00053,19971212.0355/
00054,19971212.0400/
00054,19971212.0405/
00055,19971212.0410/
00056,19971212.0415/
00056,19971212.0420/
00057,19971212.0425/
00058,19971212.0430/
00059,19971212.0435/
00060,19971212.0440/
00062,19971212.0445/
00063,19971212.0450/
00064,19971212.0455/
00065,19971212.0500/
00067,19971212.0505/
00069,19971212.0510/
00071,19971212.0515/
00072,19971212.0520/
00074,19971212.0525/
00076,19971212.0530/
00078,19971212.0535/
00080,19971212.0540/
00083,19971212.0545/
00085,19971212.0550/
00088,19971212.0555/
00091,19971212.0600/
00093,19971212.0605/
00095,19971212.0610/
00098,19971212.0615/
00100,19971212.0620/
00103,19971212.0625/
00106,19971212.0630/
00109,19971212.0635/
00112,19971212.0640/
00115,19971212.0645/
00117,19971212.0650/
00119,19971212.0655/
00122,19971212.0700/
00125,19971212.0705/
00128,19971212.0710/
00131,19971212.0715/
00133,19971212.0720/
00135,19971212.0725/
00138,19971212.0730/
00140,19971212.0735/
00143,19971212.0740/
00146,19971212.0745/
00148,19971212.0750/
00150,19971212.0755/
00152,19971212.0800/
00154,19971212.0805/
00156,19971212.0810/
00158,19971212.0815/
00159,19971212.0820/
00160,19971212.0825/
00162,19971212.0830/
00163,19971212.0835/
00164,19971212.0840/
00166,19971212.0845/
00167,19971212.0850/
00168,19971212.0855/
00170,19971212.0900/
00170,19971212.0905/
00171,19971212.0910/
00172,19971212.0915/
00172,19971212.0920/
00173,19971212.0925/
00174,19971212.0930/
00174,19971212.0935/
00174,19971212.0940/
00174,19971212.0945/
00174,19971212.0950/
00174,19971212.0955/
00174,19971212.1000/
00174,19971212.1005/
00174,19971212.1010/
00174,19971212.1015/
00173,19971212.1020/
00173,19971212.1025/
00172,19971212.1030/
00171,19971212.1035/
00170,19971212.1040/
00170,19971212.1045/
00169,19971212.1050/
00168,19971212.1055/
00168,19971212.1100/
00166,19971212.1105/
00165,19971212.1110/
00164,19971212.1115/
00162,19971212.1120/
00160,19971212.1125/
00159,19971212.1130/
00157,19971212.1135/
00155,19971212.1140/
00154,19971212.1145/
00152,19971212.1150/
00150,19971212.1155/
00148,19971212.1200/
00146,19971212.1205/
00144,19971212.1210/
00143,19971212.1215/
00140,19971212.1220/
00137,19971212.1225/
00135,19971212.1230/
00132,19971212.1235/
00130,19971212.1240/
00128,19971212.1245/
00125,19971212.1250/
00123,19971212.1255/
00120,19971212.1300/
00118,19971212.1305/
00116,19971212.1310/
00114,19971212.1315/
00112,19971212.1320/
00110,19971212.1325/
00108,19971212.1330/
00105,19971212.1335/
00103,19971212.1340/
00102,19971212.1345/
00100,19971212.1350/
00099,19971212.1355/
00098,19971212.1400/
00096,19971212.1405/
00095,19971212.1410/
00094,19971212.1415/
00093,19971212.1420/
00092,19971212.1425/
00091,19971212.1430/
00090,19971212.1435/
00089,19971212.1440/
00089,19971212.1445/
00089,19971212.1450/
00089,19971212.1455/
00090,19971212.1500/
00090,19971212.1505/
00090,19971212.1510/
00090,19971212.1515/
00090,19971212.1520/
00090,19971212.1525/
00091,19971212.1530/
00091,19971212.1535/
00092,19971212.1540/
00094,19971212.1545/
00094,19971212.1550/
00095,19971212.1555/
00096,19971212.1600/
00097,19971212.1605/
00099,19971212.1610/
00100,19971212.1615/
00102,19971212.1620/
00104,19971212.1625/
00106,19971212.1630/
00107,19971212.1635/
00109,19971212.1640/
00111,19971212.1645/
00113,19971212.1650/
00115,19971212.1655/
00118,19971212.1700/
00120,19971212.1705/
00122,19971212.1710/
00124,19971212.1715/
00126,19971212.1720/
00128,19971212.1725/
00131,19971212.1730/
00133,19971212.1735/
00136,19971212.1740/
00139,19971212.1745/
00141,19971212.1750/
00144,19971212.1755/
00147,19971212.1800/
00150,19971212.1805/
00153,19971212.1810/
00156,19971212.1815/
00159,19971212.1820/
00161,19971212.1825/
00163,19971212.1830/
00165,19971212.1835/
00168,19971212.1840/
00171,19971212.1845/
00173,19971212.1850/
00176,19971212.1855/
00179,19971212.1900/
00181,19971212.1905/
00183,19971212.1910/
00186,19971212.1915/
00188,19971212.1920/
00190,19971212.1925/
00193,19971212.1930/
00195,19971212.1935/
00197,19971212.1940/
00200,19971212.1945/
00201,19971212.1950/
00202,19971212.1955/
00204,19971212.2000/
00206,19971212.2005/
00208,19971212.2010/
00210,19971212.2015/
00211,19971212.2020/
00213,19971212.2025/
00214,19971212.2030/
00214,19971212.2035/
00215,19971212.2040/
00216,19971212.2045/
00217,19971212.2050/
00218,19971212.2055/
00219,19971212.2100/
00220,19971212.2105/
00220,19971212.2110/
00220,19971212.2115/
00220,19971212.2120/
00220,19971212.2125/
00220,19971212.2130/
00220,19971212.2135/
00220,19971212.2140/
00219,19971212.2145/
00218,19971212.2150/
00217,19971212.2155/
00216,19971212.2200/
00215,19971212.2205/
00214,19971212.2210/
00213,19971212.2215/
00212,19971212.2220/
00211,19971212.2225/
00210,19971212.2230/
00208,19971212.2235/
00206,19971212.2240/
00204,19971212.2245/
00202,19971212.2250/
00200,19971212.2255/
00198,19971212.2300/
00195,19971212.2305/
00193,19971212.2310/
00191,19971212.2315/
00189,19971212.2320/
00187,19971212.2325/
00185,19971212.2330/
00182,19971212.2335/
00178,19971212.2340/
00175,19971212.2345/
00172,19971212.2350/
00169,19971212.2355/
00167,19971213.0000/
00163,19971213.0005/
00159,19971213.0010/
00156,19971213.0015/
00152,19971213.0020/
00149,19971213.0025/
00146,19971213.0030/
00143,19971213.0035/
00140,19971213.0040/
00137,19971213.0045/
00132,19971213.0050/
00128,19971213.0055/
00124,19971213.0100/
00120,19971213.0105/
00116,19971213.0110/
00113,19971213.0115/
00109,19971213.0120/
00106,19971213.0125/
00103,19971213.0130/
00099,19971213.0135/
00096,19971213.0140/
00092,19971213.0145/
00089,19971213.0150/
00086,19971213.0155/
00083,19971213.0200/
00079,19971213.0205/
00076,19971213.0210/
00074,19971213.0215/
00071,19971213.0220/
00068,19971213.0225/
00065,19971213.0230/
00062,19971213.0235/
00058,19971213.0240/
00056,19971213.0245/
00054,19971213.0250/
00052,19971213.0255/
00051,19971213.0300/
00049,19971213.0305/
00047,19971213.0310/
00045,19971213.0315/
00042,19971213.0320/
00040,19971213.0325/
00039,19971213.0330/
00037,19971213.0335/
00036,19971213.0340/
00035,19971213.0345/
00034,19971213.0350/
00033,19971213.0355/
00032,19971213.0400/
00031,19971213.0405/
00030,19971213.0410/
00029,19971213.0415/
00029,19971213.0420/
00030,19971213.0425/
00030,19971213.0430/
00030,19971213.0435/
00029,19971213.0440/
00029,19971213.0445/
00030,19971213.0450/
00031,19971213.0455/
00032,19971213.0500/
00033,19971213.0505/
00034,19971213.0510/
00035,19971213.0515/
00035,19971213.0520/
00036,19971213.0525/
00038,19971213.0530/
00039,19971213.0535/
00041,19971213.0540/
00043,19971213.0545/
00044,19971213.0550/
00046,19971213.0555/
00048,19971213.0600/
00050,19971213.0605/
00053,19971213.0610/
00056,19971213.0615/
00058,19971213.0620/
00060,19971213.0625/
00062,19971213.0630/
00065,19971213.0635/
00068,19971213.0640/
00072,19971213.0645/
00075,19971213.0650/
00078,19971213.0655/
00081,19971213.0700/
00083,19971213.0705/
00086,19971213.0710/
00089,19971213.0715/
00092,19971213.0720/
00096,19971213.0725/
00100,19971213.0730/
00103,19971213.0735/
00107,19971213.0740/
00111,19971213.0745/
00113,19971213.0750/
00116,19971213.0755/
00118,19971213.0800/
00121,19971213.0805/
00125,19971213.0810/
00129,19971213.0815/
00132,19971213.0820/
00135,19971213.0825/
00138,19971213.0830/
00140,19971213.0835/
00143,19971213.0840/
00145,19971213.0845/
00147,19971213.0850/
00150,19971213.0855/
00153,19971213.0900/
00156,19971213.0905/
00159,19971213.0910/
00162,19971213.0915/
00163,19971213.0920/
00164,19971213.0925/
00166,19971213.0930/
00167,19971213.0935/
00169,19971213.0940/
00171,19971213.0945/
00172,19971213.0950/
00173,19971213.0955/
00175,19971213.1000/
00176,19971213.1005/
00177,19971213.1010/
00178,19971213.1015/
00179,19971213.1020/
00179,19971213.1025/
00180,19971213.1030/
00181,19971213.1035/
00182,19971213.1040/
00183,19971213.1045/
00183,19971213.1050/
00182,19971213.1055/
00182,19971213.1100/
00181,19971213.1105/
00181,19971213.1110/
00180,19971213.1115/
00180,19971213.1120/
00180,19971213.1125/
00180,19971213.1130/
00179,19971213.1135/
00179,19971213.1140/
00178,19971213.1145/
00176,19971213.1150/
00174,19971213.1155/
00172,19971213.1200/
00171,19971213.1205/
00170,19971213.1210/
00169,19971213.1215/
00167,19971213.1220/
00165,19971213.1225/
00163,19971213.1230/
00160,19971213.1235/
00158,19971213.1240/
00156,19971213.1245/
00154,19971213.1250/
00152,19971213.1255/
00151,19971213.1300/
00148,19971213.1305/
00146,19971213.1310/
00144,19971213.1315/
00141,19971213.1320/
00138,19971213.1325/
00135,19971213.1330/
00132,19971213.1335/
00129,19971213.1340/
00126,19971213.1345/
00123,19971213.1350/
00120,19971213.1355/
00118,19971213.1400/
00115,19971213.1405/
00112,19971213.1410/
00110,19971213.1415/
00107,19971213.1420/
00105,19971213.1425/
00103,19971213.1430/
00100,19971213.1435/
00099,19971213.1440/
00097,19971213.1445/
00095,19971213.1450/
00092,19971213.1455/
00091,19971213.1500/
00089,19971213.1505/
00087,19971213.1510/
00086,19971213.1515/
00085,19971213.1520/
00085,19971213.1525/
00084,19971213.1530/
00083,19971213.1535/
00082,19971213.1540/
00081,19971213.1545/
00080,19971213.1550/
00080,19971213.1555/
00080,19971213.1600/
00080,19971213.1605/
00081,19971213.1610/
00082,19971213.1615/
00082,19971213.1620/
00082,19971213.1625/
00083,19971213.1630/
00084,19971213.1635/
00085,19971213.1640/
00087,19971213.1645/
00088,19971213.1650/
00089,19971213.1655/
00090,19971213.1700/
00091,19971213.1705/
00093,19971213.1710/
00095,19971213.1715/
00096,19971213.1720/
00098,19971213.1725/
00100,19971213.1730/
00102,19971213.1735/
00105,19971213.1740/
00107,19971213.1745/
00109,19971213.1750/
00112,19971213.1755/
00114,19971213.1800/
00116,19971213.1805/
00119,19971213.1810/
00122,19971213.1815/
00125,19971213.1820/
00128,19971213.1825/
00131,19971213.1830/
00134,19971213.1835/
00137,19971213.1840/
00140,19971213.1845/
00142,19971213.1850/
00145,19971213.1855/
00148,19971213.1900/
00152,19971213.1905/
00155,19971213.1910/
00159,19971213.1915/
00161,19971213.1920/
00164,19971213.1925/
00167,19971213.1930/
00169,19971213.1935/
00172,19971213.1940/
00175,19971213.1945/
00178,19971213.1950/
00181,19971213.1955/
00185,19971213.2000/
00188,19971213.2005/
00191,19971213.2010/
00195,19971213.2015/
00197,19971213.2020/
00199,19971213.2025/
00201,19971213.2030/
00203,19971213.2035/
00205,19971213.2040/
00208,19971213.2045/
00209,19971213.2050/
00211,19971213.2055/
00213,19971213.2100/
00214,19971213.2105/
00216,19971213.2110/
00218,19971213.2115/
00219,19971213.2120/
00221,19971213.2125/
00223,19971213.2130/
00223,19971213.2135/
00223,19971213.2140/
00224,19971213.2145/
00224,19971213.2150/
00225,19971213.2155/
00226,19971213.2200/
00226,19971213.2205/
00226,19971213.2210/
00226,19971213.2215/
00225,19971213.2220/
00223,19971213.2225/
00223,19971213.2230/
00223,19971213.2235/
00223,19971213.2240/
00223,19971213.2245/
00222,19971213.2250/
00221,19971213.2255/
00220,19971213.2300/
00218,19971213.2305/
00217,19971213.2310/
00216,19971213.2315/
00215,19971213.2320/
00213,19971213.2325/
00212,19971213.2330/
00210,19971213.2335/
00208,19971213.2340/
00206,19971213.2345/
00203,19971213.2350/
00200,19971213.2355/
00197,19971214.0000/
00194,19971214.0005/
00192,19971214.0010/
00190,19971214.0015/
00187,19971214.0020/
00184,19971214.0025/
00181,19971214.0030/
00177,19971214.0035/
00173,19971214.0040/
00169,19971214.0045/
00165,19971214.0050/
00161,19971214.0055/
00158,19971214.0100/
00154,19971214.0105/
00150,19971214.0110/
00146,19971214.0115/
00142,19971214.0120/
00138,19971214.0125/
00134,19971214.0130/
00129,19971214.0135/
00125,19971214.0140/
00121,19971214.0145/
00117,19971214.0150/
00113,19971214.0155/
00110,19971214.0200/
00105,19971214.0205/
00101,19971214.0210/
00097,19971214.0215/
00092,19971214.0220/
00089,19971214.0225/
00085,19971214.0230/
00080,19971214.0235/
00076,19971214.0240/
00073,19971214.0245/
00069,19971214.0250/
00066,19971214.0255/
00063,19971214.0300/
00060,19971214.0305/
00057,19971214.0310/
00054,19971214.0315/
00051,19971214.0320/
00048,19971214.0325/
00046,19971214.0330/
00043,19971214.0335/
00040,19971214.0340/
00038,19971214.0345/
00035,19971214.0350/
00033,19971214.0355/
00031,19971214.0400/
00029,19971214.0405/
00028,19971214.0410/
00028,19971214.0415/
00026,19971214.0420/
00024,19971214.0425/
00023,19971214.0430/
00022,19971214.0435/
00022,19971214.0440/
00021,19971214.0445/
00020,19971214.0450/
00018,19971214.0455/
00018,19971214.0500/
00018,19971214.0505/
00020,19971214.0510/
00021,19971214.0515/
00020,19971214.0520/
00019,19971214.0525/
00018,19971214.0530/
00019,19971214.0535/
00021,19971214.0540/
00023,19971214.0545/
00023,19971214.0550/
00024,19971214.0555/
00025,19971214.0600/
00026,19971214.0605/
00027,19971214.0610/
00029,19971214.0615/
00031,19971214.0620/
00033,19971214.0625/
00036,19971214.0630/
00038,19971214.0635/
00040,19971214.0640/
00043,19971214.0645/
00045,19971214.0650/
00048,19971214.0655/
00051,19971214.0700/
00054,19971214.0705/
00057,19971214.0710/
00060,19971214.0715/
00062,19971214.0720/
00064,19971214.0725/
00067,19971214.0730/
00071,19971214.0735/
00074,19971214.0740/
00078,19971214.0745/
00082,19971214.0750/
00085,19971214.0755/
00089,19971214.0800/
00092,19971214.0805/
00095,19971214.0810/
00099,19971214.0815/
00102,19971214.0820/
00106,19971214.0825/
00110,19971214.0830/
00113,19971214.0835/
00116,19971214.0840/
00119,19971214.0845/
00122,19971214.0850/
00126,19971214.0855/
00130,19971214.0900/
00134,19971214.0905/
00138,19971214.0910/
00142,19971214.0915/
00145,19971214.0920/
00147,19971214.0925/
00150,19971214.0930/
00153,19971214.0935/
00155,19971214.0940/
00158,19971214.0945/
00161,19971214.0950/
00164,19971214.0955/
00166,19971214.1000/
00168,19971214.1005/
00170,19971214.1010/
00172,19971214.1015/
00174,19971214.1020/
00176,19971214.1025/
00179,19971214.1030/
00180,19971214.1035/
00182,19971214.1040/
00184,19971214.1045/
00185,19971214.1050/
00186,19971214.1055/
00187,19971214.1100/
00188,19971214.1105/
00189,19971214.1110/
00190,19971214.1115/
00190,19971214.1120/
00191,19971214.1125/
00191,19971214.1130/
00191,19971214.1135/
00192,19971214.1140/
00192,19971214.1145/
00191,19971214.1150/
00191,19971214.1155/
00190,19971214.1200/
00190,19971214.1205/
00190,19971214.1210/
00190,19971214.1215/
00189,19971214.1220/
00187,19971214.1225/
00186,19971214.1230/
00185,19971214.1235/
00183,19971214.1240/
00182,19971214.1245/
00180,19971214.1250/
00179,19971214.1255/
00178,19971214.1300/
00176,19971214.1305/
00174,19971214.1310/
00172,19971214.1315/
00169,19971214.1320/
00167,19971214.1325/
00165,19971214.1330/
00162,19971214.1335/
00160,19971214.1340/
00157,19971214.1345/
00154,19971214.1350/
00151,19971214.1355/
00149,19971214.1400/
00146,19971214.1405/
00142,19971214.1410/
00139,19971214.1415/
00135,19971214.1420/
00132,19971214.1425/
00128,19971214.1430/
00125,19971214.1435/
00122,19971214.1440/
00120,19971214.1445/
00116,19971214.1450/
00113,19971214.1455/
00110,19971214.1500/
00107,19971214.1505/
00104,19971214.1510/
00102,19971214.1515/
00099,19971214.1520/
00096,19971214.1525/
00094,19971214.1530/
00091,19971214.1535/
00089,19971214.1540/
00088,19971214.1545/
00086,19971214.1550/
00084,19971214.1555/
00083,19971214.1600/
00081,19971214.1605/
00080,19971214.1610/
00079,19971214.1615/
00077,19971214.1620/
00076,19971214.1625/
00076,19971214.1630/
00075,19971214.1635/
00075,19971214.1640/
00075,19971214.1645/
00075,19971214.1650/
00075,19971214.1655/
00076,19971214.1700/
00076,19971214.1705/
00077,19971214.1710/
00078,19971214.1715/
00078,19971214.1720/
00080,19971214.1725/
00081,19971214.1730/
00081,19971214.1735/
00082,19971214.1740/
00084,19971214.1745/
00085,19971214.1750/
00087,19971214.1755/
00089,19971214.1800/
00091,19971214.1805/
00094,19971214.1810/
00097,19971214.1815/
00099,19971214.1820/
00101,19971214.1825/
00104,19971214.1830/
00106,19971214.1835/
00108,19971214.1840/
00111,19971214.1845/
00114,19971214.1850/
00117,19971214.1855/
00120,19971214.1900/
00122,19971214.1905/
00125,19971214.1910/
00128,19971214.1915/
00131,19971214.1920/
00135,19971214.1925/
00138,19971214.1930/
00142,19971214.1935/
00146,19971214.1940/
00150,19971214.1945/
00153,19971214.1950/
00156,19971214.1955/
00160,19971214.2000/
00162,19971214.2005/
00165,19971214.2010/
00169,19971214.2015/
00173,19971214.2020/
00177,19971214.2025/
00181,19971214.2030/
00184,19971214.2035/
00187,19971214.2040/
00190,19971214.2045/
00193,19971214.2050/
00196,19971214.2055/
00200,19971214.2100/
00203,19971214.2105/
00207,19971214.2110/
00211,19971214.2115/
00213,19971214.2120/
00214,19971214.2125/
00216,19971214.2130/
00218,19971214.2135/
00220,19971214.2140/
00222,19971214.2145/
00224,19971214.2150/
00226,19971214.2155/
00228,19971214.2200/
00229,19971214.2205/
00231,19971214.2210/
00233,19971214.2215/
00233,19971214.2220/
00234,19971214.2225/
00235,19971214.2230/
00235,19971214.2235/
00235,19971214.2240/
00236,19971214.2245/
00236,19971214.2250/
00236,19971214.2255/
00236,19971214.2300/
00235,19971214.2305/
00234,19971214.2310/
00233,19971214.2315/
00233,19971214.2320/
00233,19971214.2325/
00233,19971214.2330/
00232,19971214.2335/
00231,19971214.2340/
00230,19971214.2345/
00229,19971214.2350/
00228,19971214.2355/
00227,19971215.0000/
00225,19971215.0005/
00222,19971215.0010/
00220,19971215.0015/
00218,19971215.0020/
00215,19971215.0025/
00213,19971215.0030/
00211,19971215.0035/
00209,19971215.0040/
00207,19971215.0045/
00204,19971215.0050/
00201,19971215.0055/
00198,19971215.0100/
00194,19971215.0105/
00190,19971215.0110/
00187,19971215.0115/
00182,19971215.0120/
00178,19971215.0125/
00174,19971215.0130/
00170,19971215.0135/
00166,19971215.0140/
00162,19971215.0145/
00158,19971215.0150/
00153,19971215.0155/
00148,19971215.0200/
00144,19971215.0205/
00139,19971215.0210/
00135,19971215.0215/
00130,19971215.0220/
00126,19971215.0225/
00121,19971215.0230/
00116,19971215.0235/
00111,19971215.0240/
00107,19971215.0245/
00102,19971215.0250/
00098,19971215.0255/
00094,19971215.0300/
00089,19971215.0305/
00085,19971215.0310/
00081,19971215.0315/
00077,19971215.0320/
00074,19971215.0325/
00071,19971215.0330/
00068,19971215.0335/
00064,19971215.0340/
00060,19971215.0345/
00056,19971215.0350/
00052,19971215.0355/
00048,19971215.0400/
00044,19971215.0405/
00042,19971215.0410/
00039,19971215.0415/
00036,19971215.0420/
00034,19971215.0425/
00032,19971215.0430/
00029,19971215.0435/
00027,19971215.0440/
00025,19971215.0445/
00023,19971215.0450/
00022,19971215.0455/
00021,19971215.0500/
00019,19971215.0505/
00018,19971215.0510/
00017,19971215.0515/
00015,19971215.0520/
00014,19971215.0525/
00014,19971215.0530/
00013,19971215.0535/
00012,19971215.0540/
00012,19971215.0545/
00012,19971215.0550/
00013,19971215.0555/
00014,19971215.0600/
00013,19971215.0605/
00013,19971215.0610/
00013,19971215.0615/
00014,19971215.0620/
00015,19971215.0625/
00017,19971215.0630/
00018,19971215.0635/
00019,19971215.0640/
00020,19971215.0645/
00022,19971215.0650/
00024,19971215.0655/
00026,19971215.0700/
00028,19971215.0705/
00030,19971215.0710/
00033,19971215.0715/
00035,19971215.0720/
00038,19971215.0725/
00041,19971215.0730/
00043,19971215.0735/
00045,19971215.0740/
00048,19971215.0745/
00052,19971215.0750/
00055,19971215.0755/
00059,19971215.0800/
00062,19971215.0805/
00065,19971215.0810/
00069,19971215.0815/
00072,19971215.0820/
00075,19971215.0825/
00079,19971215.0830/
00082,19971215.0835/
00085,19971215.0840/
00089,19971215.0845/
00093,19971215.0850/
00097,19971215.0855/
00101,19971215.0900/
00105,19971215.0905/
00109,19971215.0910/
00113,19971215.0915/
00117,19971215.0920/
00121,19971215.0925/
00125,19971215.0930/
00129,19971215.0935/
00133,19971215.0940/
00137,19971215.0945/
00140,19971215.0950/
00143,19971215.0955/
00147,19971215.1000/
00150,19971215.1005/
00154,19971215.1010/
00158,19971215.1015/
00160,19971215.1020/
00163,19971215.1025/
00165,19971215.1030/
00168,19971215.1035/
00172,19971215.1040/
00175,19971215.1045/
00177,19971215.1050/
00178,19971215.1055/
00180,19971215.1100/
00182,19971215.1105/
00184,19971215.1110/
00186,19971215.1115/
00188,19971215.1120/
00190,19971215.1125/
00192,19971215.1130/
00193,19971215.1135/
00194,19971215.1140/
00195,19971215.1145/
00195,19971215.1150/
00196,19971215.1155/
00197,19971215.1200/
00197,19971215.1205/
00198,19971215.1210/
00198,19971215.1215/
00199,19971215.1220/
00199,19971215.1225/
00199,19971215.1230/
00197,19971215.1235/
00196,19971215.1240/
00195,19971215.1245/
00194,19971215.1250/
00193,19971215.1255/
00193,19971215.1300/
00191,19971215.1305/
00190,19971215.1310/
00188,19971215.1315/
00187,19971215.1320/
00186,19971215.1325/
00185,19971215.1330/
00183,19971215.1335/
00181,19971215.1340/
00179,19971215.1345/
00176,19971215.1350/
00174,19971215.1355/
00172,19971215.1400/
00169,19971215.1405/
00166,19971215.1410/
00164,19971215.1415/
00161,19971215.1420/
00158,19971215.1425/
00156,19971215.1430/
00152,19971215.1435/
00149,19971215.1440/
00146,19971215.1445/
00142,19971215.1450/
00138,19971215.1455/
00135,19971215.1500/
00131,19971215.1505/
00127,19971215.1510/
00124,19971215.1515/
00120,19971215.1520/
00117,19971215.1525/
00114,19971215.1530/
00110,19971215.1535/
00107,19971215.1540/
00104,19971215.1545/
00101,19971215.1550/
00098,19971215.1555/
00095,19971215.1600/
00092,19971215.1605/
00090,19971215.1610/
00088,19971215.1615/
00085,19971215.1620/
00082,19971215.1625/
00080,19971215.1630/
00078,19971215.1635/
00077,19971215.1640/
00076,19971215.1645/
00074,19971215.1650/
00073,19971215.1655/
00072,19971215.1700/
00071,19971215.1705/
00070,19971215.1710/
00070,19971215.1715/
00069,19971215.1720/
00068,19971215.1725/
00068,19971215.1730/
00068,19971215.1735/
00068,19971215.1740/
00069,19971215.1745/
00069,19971215.1750/
00069,19971215.1755/
00070,19971215.1800/
00071,19971215.1805/
00072,19971215.1810/
00074,19971215.1815/
00075,19971215.1820/
00076,19971215.1825/
00078,19971215.1830/
00079,19971215.1835/
00081,19971215.1840/
00084,19971215.1845/
00085,19971215.1850/
00087,19971215.1855/
00089,19971215.1900/
00091,19971215.1905/
00094,19971215.1910/
00097,19971215.1915/
00099,19971215.1920/
00102,19971215.1925/
00105,19971215.1930/
00107,19971215.1935/
00111,19971215.1940/
00114,19971215.1945/
00117,19971215.1950/
00119,19971215.1955/
00123,19971215.2000/
00126,19971215.2005/
00129,19971215.2010/
00133,19971215.2015/
00136,19971215.2020/
00140,19971215.2025/
00143,19971215.2030/
00146,19971215.2035/
00150,19971215.2040/
00153,19971215.2045/
00156,19971215.2050/
00159,19971215.2055/
00162,19971215.2100/
00165,19971215.2105/
00168,19971215.2110/
00171,19971215.2115/
00175,19971215.2120/
00178,19971215.2125/
00182,19971215.2130/
00185,19971215.2135/
00188,19971215.2140/
00192,19971215.2145/
00194,19971215.2150/
00197,19971215.2155/
00200,19971215.2200/
00202,19971215.2205/
00205,19971215.2210/
00208,19971215.2215/
00209,19971215.2220/
00211,19971215.2225/
00213,19971215.2230/
00214,19971215.2235/
00216,19971215.2240/
00218,19971215.2245/
00219,19971215.2250/
00221,19971215.2255/
00223,19971215.2300/
00223,19971215.2305/
00224,19971215.2310/
00225,19971215.2315/
00225,19971215.2320/
00226,19971215.2325/
00227,19971215.2330/
00227,19971215.2335/
00227,19971215.2340/
00227,19971215.2345/
00227,19971215.2350/
00226,19971215.2355/
00226,19971216.0000/
00225,19971216.0005/
00224,19971216.0010/
00223,19971216.0015/
00222,19971216.0020/
00222,19971216.0025/
00221,19971216.0030/
00219,19971216.0035/
00217,19971216.0040/
00215,19971216.0045/
00214,19971216.0050/
00212,19971216.0055/
00211,19971216.0100/
00208,19971216.0105/
00205,19971216.0110/
00202,19971216.0115/
00199,19971216.0120/
00196,19971216.0125/
00194,19971216.0130/
00191,19971216.0135/
00188,19971216.0140/
00185,19971216.0145/
00181,19971216.0150/
00177,19971216.0155/
00174,19971216.0200/
00170,19971216.0205/
00166,19971216.0210/
00162,19971216.0215/
00158,19971216.0220/
00154,19971216.0225/
00150,19971216.0230/
00146,19971216.0235/
00141,19971216.0240/
00137,19971216.0245/
00132,19971216.0250/
00128,19971216.0255/
00124,19971216.0300/
00119,19971216.0305/
